id	text	creation_time	user_loc
859371560058191873	9 things to consider when talking to kids about pot https://t.co/crO0jtJvct #	Tue May 02 11:38:40 +0000 2017	Toronto, ON
880926118345396224	Like a legal cannabis meme https://t.co/SxPMBKGNy5	Fri Jun 30 23:08:48 +0000 2017	North America
880915739149914112	@naylte_fa @ExMuslimMormon I think she lives in a pot legal state, or where its fine to use medical weed.	Fri Jun 30 22:27:33 +0000 2017	Bonnyville, Alberta.
880894316809342976	Check out my article about Cannabis being legalized in :Canada:! One year until the proposed legalization date! #Canada150 #CanadaDay #Marijuana https://t.co/wMm3fXi1Kn	Fri Jun 30 21:02:26 +0000 2017	Calgary, Alberta
880588357406937088	Good and bad people/companies exist in both il/legal cannabis industries. I've mostly met good ones. Would like all to be able to be legal.	Fri Jun 30 00:46:39 +0000 2017	Victoria BC
880536215673421824	#DrinkingandDriving - taboo &amp; illegal Let's legalize weed...people high DON'T drive, right? #foolish #experts...so #foolish	Thu Jun 29 21:19:28 +0000 2017	Toronto, Ontario
880330649906716673	Probably could do that with pot too, but that's not 100% legal yet	Thu Jun 29 07:42:37 +0000 2017	Edmonton, Canada
880170345189130240	NAM — Legal cannabis laws impact teen use https://t.co/wWfRHlNPFE	Wed Jun 28 21:05:37 +0000 2017	Ireland | Scotland | Inuit | Россия | Skandinavien
880170343050039297	NAM — Legal cannabis laws impact teen use - Legal cannabis laws impact teen use ... design the production and… https://t.co/Zvd4VNgCva	Wed Jun 28 21:05:37 +0000 2017	America | United Kindom
880142664682831872	Legalization of Recreational #Marijuana: The #Cannabis Industry’s Race to the Patent Office https://t.co/97PDGfRuh9 #patent #IP https://t.co/P1eSDQcqxa	Wed Jun 28 19:15:38 +0000 2017	Toronto, Ontario
880080708802199552	MWNOAM — Legal cannabis laws impact teen use - Legal cannabis laws impact teen use ... design the production and… https://t.co/X9jMsrGnEc	Wed Jun 28 15:09:26 +0000 2017	America | United Kindom
880080690137583617	MWNOAM — Legal cannabis laws impact teen use https://t.co/K7HciCoUAt	Wed Jun 28 15:09:22 +0000 2017	Ireland | Scotland | Inuit | Россия | Skandinavien
880049913463054337	#Stigmabase | NAM — Legal cannabis laws impact teen use https://t.co/spBpd6EXSH	Wed Jun 28 13:07:04 +0000 2017	America | United Kindom
880049224699699200	NAM — Legal cannabis laws impact teen use - Legal cannabis laws impact teen use ... design the production and… https://t.co/9rBiboR5Fl	Wed Jun 28 13:04:20 +0000 2017	America | United Kindom
880049214410989569	NAM — Legal cannabis laws impact teen use https://t.co/EihAyXKZI5	Wed Jun 28 13:04:17 +0000 2017	Ireland | Scotland | Inuit | Россия | Skandinavien
879928127723421696	NAM — Legal cannabis laws impact teen use - Legal cannabis laws impact teen use ... design the production and… https://t.co/JnlbyIvAtZ	Wed Jun 28 05:03:08 +0000 2017	America | United Kindom
879928124779094018	NAM — Legal cannabis laws impact teen use https://t.co/TkM0XPhBUO	Wed Jun 28 05:03:07 +0000 2017	Ireland | Scotland | Inuit | Россия | Skandinavien
879868465435222016	#Stigmabase | NAM — Legal cannabis laws impact teen use https://t.co/58bY4UM6l7	Wed Jun 28 01:06:03 +0000 2017	America | United Kindom
879810189691453440	.@thelipscombe @mercurious09 @LewisCardinal From our discussion last time: the faces of those benefiting $$$ from legalization of cannabis. https://t.co/hWswpCortE	Tue Jun 27 21:14:29 +0000 2017	Edmonton, Alberta
879777660301221889	#Stigmabase | NAM — Legal cannabis laws impact teen use https://t.co/tnE9PQdIMo	Tue Jun 27 19:05:14 +0000 2017	America | United Kindom
879757798279716864	Technically, I am selling dope.. the legal way since I work with a number of pharmaceutical companies and diversified cannabis companies. :face_with_tears_of_joy:	Tue Jun 27 17:46:18 +0000 2017	Grimsby, Ontario
879741382130356224	History book will be putting some unknown Chuck as pioneer for legal weed crap hidden in a pill bottle for patients wait for #ACMPR seed! https://t.co/3dcWkOjvgf	Tue Jun 27 16:41:04 +0000 2017	Ontario, Canada
879716174946283520	MLA @JordanBrownPEI highlights that legal age for marijuana consumption is being coordinated on an interprovincial approach #pei #peipoli	Tue Jun 27 15:00:55 +0000 2017	Prince Edward Island, Canada
879715417853480960	Standing Committee on Health and Wellness now moving onto discussion around legal age to consume marijuana #pei #peipoli	Tue Jun 27 14:57:54 +0000 2017	Prince Edward Island, Canada
879678945058312192	#cannabis &amp; car accident rates :white_medium_star:️:fleur-de-lis::Canada::white_heavy_check_mark::women’s_room: #cdnpoli #polqc @phcouillard @drgbarrette @luciecharlebois #Canada150 :Canada::white_heavy_check_mark: https://t.co/XHz3PveXAo	Tue Jun 27 12:32:58 +0000 2017	Québec, Canada
879422699793076224	In which Omar Khan assumes all dispensaries are "involved in criminal activity": https://t.co/WdnsZNZTuV	Mon Jun 26 19:34:45 +0000 2017	Vancouver, British Columbia
879391403150680064	why is marijuana legalization taking forever? all other parties support the canadian autism partnership, why not you?	Mon Jun 26 17:30:23 +0000 2017	Vancouver, British Columbia
879079388788162560	On a related note how much more difficult can it be to grow marijuana. And if 2 lbs of basil costs $48 how much will it cost when it's legal https://t.co/3lDmlAZKvg	Sun Jun 25 20:50:33 +0000 2017	St. John's, Newfoundland and Labrador
878872192141860866	@aftertheXhale @HaikuVikingGal "Cannabis should not only be legal..it should be mandatory"...Bill Hicks	Sun Jun 25 07:07:13 +0000 2017	Canada
878750277406294017	Canada's guidelines for legal marijuana use include: Don't use it; Don't smoke it; Don't inhale deeply. What can possibly go wrong? #cdnpoli https://t.co/Z50pMtpoB0	Sat Jun 24 23:02:47 +0000 2017	Vancouver, B.C.
878651659253100544	Studies allege car crashes are up in the #USA due to legalizing #marijuana Driving after doing something legal... #disasterinthemaking	Sat Jun 24 16:30:54 +0000 2017	Toronto, Ontario
878604531029991424	Operating efficiency is critical in a Reg business that scales as fast as legal Cannabis. @davidhyde2 is a leader in the space. #teamwork https://t.co/fSqWO7HyHT	Sat Jun 24 13:23:38 +0000 2017	North America
878437900261748736	Soooo weed is legal in Canada	Sat Jun 24 02:21:30 +0000 2017	Nottingham, England
878416522053419008	Edmonton could allow cannabis lounges once marijuana is legal Fletcher Kent reports yeg https://t.co/ChyZZCVKLa	Sat Jun 24 00:56:33 +0000 2017	Edmonton, AB
878370368200871936	So apparently one of the guidelines released by our gov for using pot when it's legal in 2018 is, when you inhale don't hold your breath. https://t.co/Pd9bz8IJyl	Fri Jun 23 21:53:09 +0000 2017	Nova Scotia, Canada
878333411974201344	I HAVE LEGAL HYDROPHONIQUE PLANTATION OF WEED WITH MY FRIEND WIZ EASY WIZ @wizkhalifa 2D @GORILLAZ	Fri Jun 23 19:26:18 +0000 2017	Ste-Marie-Madeleine Québec
878231274820820993	.@ICRS_Society 27th Symposium International Cannabinoid Research Society #Montreal #legalization #cannabis . @NICHECanada a sponsor. https://t.co/GjsAdOr9aH	Fri Jun 23 12:40:27 +0000 2017	Surrey, B.C. 
878209924953538560	Wait till weed is legal. https://t.co/bVS8lqZCnF	Fri Jun 23 11:15:37 +0000 2017	Toronto, Ontario
878194756026744833	With legalization a year away, experts offer tips on minimizing pot harm ottnews ottawa https://t.co/0Y4AEwmTs8	Fri Jun 23 10:15:20 +0000 2017	Ottawa, ON
878169137008082944	Downtown Vancouver smells like weed :)))) no wonder people are so nice #Legalize (random photo of one of the many dispensaries :)) https://t.co/RypLpWtRcA	Fri Jun 23 08:33:32 +0000 2017	Ottawa, ON
877972156549746688	From policy &amp; legalization, to sex &amp; everything in between- Join the buzz July 7-8 @WestinBayshore #Vancity #Events #CannaLifeConf #Cannabis https://t.co/G0cdz0NBiE	Thu Jun 22 19:30:48 +0000 2017	Toronto & Vancouver
877936560708108288	Support needed to enable Provinces to be ready #legalization #cannabis #billc45 #c45 https://t.co/DsJlIc9CSk	Thu Jun 22 17:09:22 +0000 2017	Surrey, B.C. 
877873489222356992	"For #cannabis legalization in :Canada:to succeed, we have to dismantle nearly a century of misunderstanding &amp; confusion" :clapping_hands::clapping_hands: @jennav5 @NICHECanada https://t.co/vaZHqEBt5B	Thu Jun 22 12:58:44 +0000 2017	Pickering, Ontario
877839376402718720	Study links use of recreational pot, with increased car crashes. Collision claims in CO, WA, OR went up almost 3% since legal pot sales.	Thu Jun 22 10:43:11 +0000 2017	Canada
877824083957698561	Do you agree with the recommendation that 19 be the legal age in New Brunswick to buy and possess marijuana?	Thu Jun 22 09:42:25 +0000 2017	Saint John, N.B.
877686040118644736	The legalization of marijuana in some US states "caused drug cartel profits to plummet." A roadmap for the future. https://t.co/yNOPgGqCkM	Thu Jun 22 00:33:53 +0000 2017	Guelph, Ontario, Canada
877534014709608455	#NewBrunswick to set legal marijuana age at 19, sale through crown corporation https://t.co/WFBedERDVv	Wed Jun 21 14:29:47 +0000 2017	Canada
877257796944875520	@Bill_Morneau I am following you and I like what I see. Stand up to provincial ministers and make pot legal on July 1 2018.#Canada150	Tue Jun 20 20:12:12 +0000 2017	Ottawa Ontario
877252776367054848	Important discussion today in Vancouver on the legalization of cannabis in Canada with @GPAinsights and @BennettJonesLaw https://t.co/kbfG1GX1zy	Tue Jun 20 19:52:15 +0000 2017	Toronto, Ontario
877147382772895744	With legalization coming, #researchers implore federal government to make it easier to study #cannabis https://t.co/SjndD15v5K	Tue Jun 20 12:53:27 +0000 2017	Canada
876997914656157696	Rushed? This is has been inevitable for over a decade. This is the glacial pace. Deal. https://t.co/Aw7VGqlDYa	Tue Jun 20 02:59:31 +0000 2017	Ottawa, Ontario, Canada
876985228216152067	The Federal Govt had been working with municipalities on this file? Really? #cdnpoli #onpoli #HamOnt https://t.co/lcBRNIyVcO	Tue Jun 20 02:09:06 +0000 2017	West Lincoln, Ontario
876929636071989249	.@CKNW @steeletalk @jodyvance good conversation on #cannabis #legalization check out @NICHECanada	Mon Jun 19 22:28:12 +0000 2017	Surrey, B.C. 
876919993736286208	.@RosieBarton Informed Canadians will choose legal marijuana over black market if they're educated about the consequences for women &amp; girls	Mon Jun 19 21:49:53 +0000 2017	Ottawa, Ontario
876919381732728834	@PnPCBC The real problem with pot legalization is that politicians have to make decisions. It's just not Canadian to make decisions #cdnpoli	Mon Jun 19 21:47:27 +0000 2017	Victoria, BC, Canada
876912047400902658	Here we go. -- Provinces want more time to legalize pot, say 2018 goal 'rushed' https://t.co/qwMtx3Fgz2	Mon Jun 19 21:18:18 +0000 2017	Toronto
876886736953110529	Reevely: Trying to legalize without encouraging, governments walk a delicate line on pot https://t.co/A0gMKcJW4V	Mon Jun 19 19:37:44 +0000 2017	Ottawa
876763873017298944	Oh good... because legal marijuana wasn't going to be a challenge..now we can load it with sugar and eat it. https://t.co/MqXF7q5CtG #brutal	Mon Jun 19 11:29:31 +0000 2017	Ottawa, Ontario
876761650212347904	3 new safe injection sites to open in Montreal today. Also 2018 #marijuana legal across Canada. #opioid #addiction #CPDD2017	Mon Jun 19 11:20:41 +0000 2017	Boston
876636847547584517	Oh good... because legal marijuana wasn't going to be a challenge..now we can load it with sugar and eat it. https://t.co/MqXF7q5CtG	Mon Jun 19 03:04:46 +0000 2017	Ottawa, Ontario
876151068618506241	Knocked on more than 100 doors, talked about environment, fiscal policy, marijuana legalization… https://t.co/DiUTOGlXLJ	Sat Jun 17 18:54:27 +0000 2017	Montréal, Québec
876022241510789120	@Glen4ONT Marijuana (legal) grow ups? Any Liberals have money in any? environmentally friendly?	Sat Jun 17 10:22:32 +0000 2017	GTA
875408842695344129	@wendellwaldron @CBSpectator I'm focused particularly on weed, and I'm puzzled why legalization would be the big push for public safety. Already commonly used.	Thu Jun 15 17:45:07 +0000 2017	Cape Breton, Nova Scotia
875162445102428161	#YouMightBeCanadianIf you smoke weed recreationally, medicinally, or both. Next year it will be legal! @JustinTrudeau don't let us down!	Thu Jun 15 01:26:01 +0000 2017	Winnipeg, Manitoba
875102456384028673	@KirkTousaw https://t.co/QaxYtODatr Expensive legal weed = cheaper 'illegal' weed. https://t.co/QyJIVBzPap	Wed Jun 14 21:27:38 +0000 2017	Moscow, Russia
875067114733875200	Sadly even after marijuana is "legal" in Canada, people will continue to be arrested for it.	Wed Jun 14 19:07:12 +0000 2017	Moscow, Russia
874969674240450560	Cannabis in Canada: Implications for nursing in a changing legal &amp; health-care landscape June 27 1-2 @Health_PEI https://t.co/n9eZHEIeOe	Wed Jun 14 12:40:01 +0000 2017	Moscow, Russia
874479061808140289	2018 is about to be :fire::fire::fire::fire: year. Marijuana will be legal, the Raptors will be champs and I'm sure other good stuff will be happening.	Tue Jun 13 04:10:30 +0000 2017	Earth
874456205195923460	Board also discussed how legal pot should be packaged &amp; marketed, &amp; agreed to set the legal age to purchase pot @19. https://t.co/eLr2x353OO	Tue Jun 13 02:39:40 +0000 2017	Brampton-Ontario-Canada
874342915371388928	@SMhowmanydrinks It's important to reflect that neither alcohol or cannabis have a net positive impact. Legalization is not a magic bullet	Mon Jun 12 19:09:30 +0000 2017	Durham Region
874094347289075712	@MartelHammer732 @EffieGib @A_Strong_Canada @FrankPVaughan @CNDTory @singofhisgrace @StefMacWilliams @MaximeBernier If CPC doesn't support legal pot &amp; offer something better than the Haprer years they'll lose	Mon Jun 12 02:41:46 +0000 2017	Canada
874076214092320768	And legalize weed to make it less accessible to young people. That line of reasoning just kills me! #cdnpoli https://t.co/JYdQZadUCc	Mon Jun 12 01:29:43 +0000 2017	Canada
874008692399714305	@FrankPVaughan Me neither...I can't believe they won't support legal pot...they must have a death wish for 2019..I mean, how dumb can you be?	Sun Jun 11 21:01:25 +0000 2017	Canada
874005065656410112	@LyndaE222 @Dfildebrandt If @CPC_HQ decides to oppose legal pot, you can kiss a win in 2019 goodbye	Sun Jun 11 20:47:00 +0000 2017	Canada
873978166037159938	#WhatILoveAboutCanada The people (most of them) The weed (soon to be legal!) The weather (except in winter) The music (The Tragically Hip)	Sun Jun 11 19:00:07 +0000 2017	Winnipeg, Manitoba
873969360510922752	"Youth are at increased risk for the harmful effects of cannabis that we already know exist.” https://t.co/Gs7PbgZJLb	Sun Jun 11 18:25:07 +0000 2017	Calgary, AB
873659409162960896	ICYMI - to Conservatives legalization means Little Johnny will steal his parent's weed "put it in a toaster oven &amp; smoke it up." smh :woman_facepalming_medium_skin_tone: https://t.co/sTks7BJp4t	Sat Jun 10 21:53:29 +0000 2017	Canada
873385522126893056	Medical marijuana will be legal Canada wide in a little over a year this is the only reason I voted for @JustinTrudeau he delivered	Sat Jun 10 03:45:09 +0000 2017	Toronto - Oshawa Eastside 905
873288049811013632	My MP @jwaldag https://t.co/wD0yy7rTM2 #C45 #cdnpoli #surreybc	Fri Jun 09 21:17:50 +0000 2017	Surrey, B.C. 
873204102037032960	Emery: The Liberals have lied – their pot plan is not legalization https://t.co/aolysyPxJS	Fri Jun 09 15:44:15 +0000 2017	Vancouver, BC
873185505512312833	:pen: Open letter to the people of Cloverdale - Langley City on Bill #C45 (Cannabis) #Cloverdale #SurreyBC #LangleyBC https://t.co/P7Zr8XdEYT	Fri Jun 09 14:30:22 +0000 2017	Cloverdale - Langley City, BC
873137328960806912	Good on @ScottReidCPC for voting for cannabis legalization. Only Conservative to do so. This issue bigger than party affiliation. https://t.co/EACzzzl6J2	Fri Jun 09 11:18:55 +0000 2017	Toronto
872969168391356416	@dan613 @althiaraj All rational discussion leads to one conclusion: legalization of #marijuana is to grow &amp; endorse drug abuse, social &amp; personal harm.#cdnpoli	Fri Jun 09 00:10:43 +0000 2017	BC in Canada Sea to Sea
872787197455421441	Question for law students: when pot is legal in Canada, can employers simply refuse to hire or fire pot smokers? #LawofWork https://t.co/b2UpKycXaF	Thu Jun 08 12:07:38 +0000 2017	Toronto, Prince Edward County
872513481085419527	Principles of #HarmReduction &amp; the #SelfMedicationHypothesis applied through #SystemsThinking about #cannabis legalization #PublicHealth17 https://t.co/Mzwv0SZrQj	Wed Jun 07 17:59:59 +0000 2017	Toronto, Canada
872505921028603905	@CannabisExperts @NDPStephanie 63% senior positions at testinglbs, leadership roles at infused Cos. are women in legal US https://t.co/Hgf4uQtsMa	Wed Jun 07 17:29:56 +0000 2017	Bow Island, Alberta
872431568425451520	This will be an important report as e #legalize #cannabis in Canada. https://t.co/MoEGpV6Mwq	Wed Jun 07 12:34:29 +0000 2017	Toronto
872423290920370177	Trudeau Libs marijuana bill will make it legal 4 every house in Canada to grow marijuana. Quality of life will be impacted by smell &amp; mold.	Wed Jun 07 12:01:36 +0000 2017	Langley, BC, Canada
872421457606868992	Trudeau Libs marijuana bill will make it legal for age 18 &amp; older to have up to 60 joints in their pockets and car. More impaired drivers!	Wed Jun 07 11:54:18 +0000 2017	Langley, BC, Canada
872420574341066752	Trudeau Libs marijuana bill will make it legal for children age 12 - 17 to have up to 10 joints in their pockets. This will hurt our kids!	Wed Jun 07 11:50:48 +0000 2017	Langley, BC, Canada
872288447947567104	Happening now: late night in the House of Commons, I'm speaking on cannabis legalization bill. Tune in at https://t.co/0qrQUDKqfw #cdnpoli https://t.co/L2eg3Ki29E	Wed Jun 07 03:05:46 +0000 2017	Halifax, Nova Scotia
872130994471550976	Canada's legal pot market won't be able to meet the staggering demand if legalization happens next year: experts https://t.co/J8LJfyihna	Tue Jun 06 16:40:07 +0000 2017	Ottawa, ON
872100802885701632	Canada's legal pot market won't be able to meet the staggering demand if legalization happens next year: experts… https://t.co/yJIDm7AQua	Tue Jun 06 14:40:08 +0000 2017	Edmonton, AB
872059482771255300	Marijuana legalization raises legal issues related to #insurance policies https://t.co/XjGANUhcgx via @CdnUnderwriter	Tue Jun 06 11:55:57 +0000 2017	Edmonton, AB
871982211842560003	Good beer &amp; legal weed help us cope with the fact that any one of us could be homeless next week due to inflated the housing market. #coping https://t.co/u59aLzkUZC	Tue Jun 06 06:48:54 +0000 2017	North Vancouver, British Columbia
871745879299964928	Quebecers get a better idea of what cannabis legalization will look this morning https://t.co/OCYCwnqIhQ #pharma #Cannabis #cdnhealth	Mon Jun 05 15:09:48 +0000 2017	Vancouver, BC, Canada
871611063644471296	Edmontonians sound off on provincial marijuana regulation https://t.co/i78Ko5eurS	Mon Jun 05 06:14:05 +0000 2017	Edmonton, AB
871378210465824768	Alberta’s approach to cannabis. Take the survey. #yyc #abpoli #AbLeg https://t.co/j0qMbxYSy4	Sun Jun 04 14:48:49 +0000 2017	Canada
871013632762552320	@HuffPostCanada @DanaLarsen #Pot use is a fringe activity, social harm. Calling for #Vancouver to "accept" 4/20 as "part of its social fabric" argues against legal use	Sat Jun 03 14:40:07 +0000 2017	BC in Canada Sea to Sea
870787615045419008	@jonlerner and i see colorado WAY down in suicide and opiod use since weed legal.so of ciurse they dont want that . evil pricks	Fri Jun 02 23:42:00 +0000 2017	BC in Canada Sea to Sea
870718841474752512	I support legalization of cannabis. Arguments against it like the ones @gerarddeltell just made are very weak. #fcm2017ac	Fri Jun 02 19:08:43 +0000 2017	London, Ontario, Canada
870708071630118913	I refuse to be pessimistic and negative about Canada being poised to #legalize #cannabis. I don't expect perfection on day 1. Just progress.	Fri Jun 02 18:25:55 +0000 2017	Victoria BC
870703840286220290	Province wants feedback on marijuana legalization in Alberta https://t.co/RH45zaIyFa	Fri Jun 02 18:09:07 +0000 2017	Calgary, AB
870695208421163008	Will marijuana legalization result in a much larger reggae scene in Canada?	Fri Jun 02 17:34:49 +0000 2017	Winnipeg, Manitoba
870684711667904514	Alberta government public consultation begins today with an online survey yeg ableg https://t.co/o74fVc4zbu	Fri Jun 02 16:53:06 +0000 2017	Edmonton, AB
870650498948444162	A Criminal Lawyer's industry expertise, useful insight #cannabis #legalization #TOPoli #Canada #Marijuana @Cambridge https://t.co/Wrr7UZN2Ub	Fri Jun 02 14:37:09 +0000 2017	Toronto, Canada
870611785434488834	Ottawa urged to withdraw from UN drug treaties ahead of pot legalization via @CdnPress https://t.co/9qvrC2X77M #cdnpoli	Fri Jun 02 12:03:19 +0000 2017	Ottawa
870433497101606912	Patent Maryjuiana Underground Railroad the style new thing with weed legal we patent the kinds	Fri Jun 02 00:14:52 +0000 2017	Ottawa
870359213989613569	I didn't realize Muclair thought marijuana and crack was legal, its the only explanation on why he is asking us to forgive Homolka #moron :face_with_symbols_on_mouth:	Thu Jun 01 19:19:41 +0000 2017	Toronto, Ontario
870342235832942593	Oh lady three months before we legalize pot and you still obey cops and call them over a joint too five grams French door closer exam	Thu Jun 01 18:12:13 +0000 2017	Toronto, Ontario
870337078508302336	When weed is legal you get too try white goddess and these kinds dinosaur flavours takes a long time too go back from 1st am i maryjuiana	Thu Jun 01 17:51:44 +0000 2017	Toronto, Ontario
870293928439947264	@FCM_online #FCM2017 is also working on municipal issues related to the introduction of the legalization of marijuana in our Country. https://t.co/ZWIpwLqsqG	Thu Jun 01 15:00:16 +0000 2017	Labrador City, NL
870287115732619264	Too Early To Know, Too Late To Care! #JumpstartMonth #goals #legal #Marijuana https://t.co/HzDLljMcL0	Thu Jun 01 14:33:12 +0000 2017	Ontario, Canada
870266224441032704	MWNOAM — Why legal marijuana will hurt kids https://t.co/X7kuBCJ42G	Thu Jun 01 13:10:11 +0000 2017	Ireland | Scotland | Inuit | Россия | Skandinavien
870266207374422017	MWNOAM — Why legal marijuana will hurt kids - The Centre for Addiction and Mental Health (CMAH) in Toronto says,… https://t.co/dJJrk6yezq	Thu Jun 01 13:10:07 +0000 2017	America | United Kindom
870084751847116800	MWNOAM — Why legal marijuana will hurt kids https://t.co/YtgBbkx46Q	Thu Jun 01 01:09:04 +0000 2017	Ireland | Scotland | Inuit | Россия | Skandinavien
870084750240657409	MWNOAM — Why legal marijuana will hurt kids - The Centre for Addiction and Mental Health (CMAH) in Toronto says,… https://t.co/dTq5eQF2rq	Thu Jun 01 01:09:04 +0000 2017	America | United Kindom
892118985277362176	Today's the last day to have your say in Ontario's cannabis distro plans: https://t.co/uttxxgVx5C	Mon Jul 31 20:25:15 +0000 2017	Toronto, Ontario
892076976760131585	@KingofNeptune If you want some dank with your marshmallows, she supports legal weed	Mon Jul 31 17:38:19 +0000 2017	Antigonish, Nova Scotia
892053335498534915	Why some provinces are in dispute with the feds over ticketing, and how it could play into marijuana legalization https://t.co/x756w9rETy	Mon Jul 31 16:04:23 +0000 2017	Ottawa
892041775837319168	Get your #MondayMotivation in high gear and advocate for the legalization of #Cannabis - Need food for thought? #TuneIn to @GreenCrushPod! https://t.co/igsD1BeBDO	Mon Jul 31 15:18:27 +0000 2017	Toronto, Ontario
891712986771058690	The Online Cannabis Survey closes July 31st which is tomorrow. If you're from Ontario here's a shot at having your voice heard #legalization https://t.co/Z87hw9bQfY	Sun Jul 30 17:31:57 +0000 2017	Toronto, Canada
891699412073840641	The welding industry faces a labour shortage and opinions were voiced around the legalization of pot https://t.co/mhB6vnruTD https://t.co/LZIsjhpTwV	Sun Jul 30 16:38:01 +0000 2017	Saint John, N.B.
891668150030401540	Big constitutional challenge to legalize cannabis in South Africa is all this week!!! https://t.co/6UlvF9a85h	Sun Jul 30 14:33:48 +0000 2017	Toronto, Ontario
891489804889837568	The iconic :maple_leaf::maple_leaf: cannabis genetics #ACMPR #Legalization https://t.co/moTiMhQ4yJ	Sun Jul 30 02:45:07 +0000 2017	Toronto, Ontario
891462638814625793	Last couple of days to let the Province know how you think legal pot should be handled. Direct democracy at work! https://t.co/oMkVzyGODh	Sun Jul 30 00:57:10 +0000 2017	Red Deer, AB
891285721369194497	What should the legal age be to purchase #marijuana in #Canada? #poll	Sat Jul 29 13:14:09 +0000 2017	Saint John, N.B.
891072020729012224	@Bohr_EDream @iguanamelon @Ganlord1 yea, and weed is legal here next summer.	Fri Jul 28 23:04:59 +0000 2017	Toronto, Ontario
891003751355625472	we just got to toronto and my sister goes: "is weed legal here?"	Fri Jul 28 18:33:43 +0000 2017	dsm
890754269288300545	@amadoss_ let em. weed is legal in Massachusetts :man_shrugging_medium-dark_skin_tone:	Fri Jul 28 02:02:21 +0000 2017	Boston, MA
890694394046668804	#cnbc your not getting a lot of positive feedback from your legal weed story.	Thu Jul 27 22:04:26 +0000 2017	East Kootenays
890636985311739904	July 31 deadline to complete the ON government survey on #cannabis legalization. Anyone can have a say on #dispensaries and other topics.	Thu Jul 27 18:16:19 +0000 2017	Victoria BC
890608359883145216	Best grow your cannabis knowledge from legal patients rather than buy into the garbage I got before using my god given 5 senses picking buds https://t.co/QhEWG56wvp	Thu Jul 27 16:22:34 +0000 2017	Ontario, Canada
890419334803312640	How the hell do you go out of business selling legal weed https://t.co/aDdq0Pv0lV	Thu Jul 27 03:51:27 +0000 2017	Ottawa, Canada
890278265138671618	Cannabis consultations fuel debate over who gets to sell recreational pot https://t.co/wwOqP2qSDW	Wed Jul 26 18:30:53 +0000 2017	Shediac, New Brunswick
890218221311229952	To provide access to quality legal product governments must provide regulation that allows high THC products. #cannabis #cndpoli https://t.co/nVit6gTzcw	Wed Jul 26 14:32:18 +0000 2017	Surrey, B.C. 
890156764842254337	https://t.co/EjnJgAWC1k #Warondrugs We don't ban tobacco even though it's a huge cost to companies. Equal treatment in ban or legalization	Wed Jul 26 10:28:05 +0000 2017	Surrey, B.C. 
889956195993243648	NAM — Local governments struggle with coming medical marijuana legalization - What to do about legalization of… https://t.co/N83VLxqYL1	Tue Jul 25 21:11:06 +0000 2017	America | United Kindom
889956192545423360	NAM — Local governments struggle with coming medical marijuana legalization https://t.co/LFrDYhUWeD	Tue Jul 25 21:11:05 +0000 2017	Ireland | Scotland | Inuit | Россия | Skandinavien
889883897281916929	I am looking forward to speaking at your conference. #legalization #cannabis #cndpoli https://t.co/1PRF7A2KG7	Tue Jul 25 16:23:49 +0000 2017	Surrey, B.C. 
889835143547895809	NAM — Local governments struggle with coming medical marijuana legalization - What to do about legalization of… https://t.co/gKEg9vQoIy	Tue Jul 25 13:10:05 +0000 2017	America | United Kindom
889835142545514496	NAM — Local governments struggle with coming medical marijuana legalization https://t.co/yoUoTM6BiB	Tue Jul 25 13:10:04 +0000 2017	Ireland | Scotland | Inuit | Россия | Skandinavien
889825956755415040	#Stigmabase | NAM — Local governments struggle with coming medical marijuana legalization https://t.co/9o7pyf1KzJ	Tue Jul 25 12:33:34 +0000 2017	America | United Kindom
889804942025871360	25 to purchase legal weed in Canada? I'm 21, I can forge my own documents thank you very much.	Tue Jul 25 11:10:04 +0000 2017	The Grid
889802846337683456	Firm with $130 mill to invest in emerging legal pot industry argues against #NB's proposed Crown corp retail model https://t.co/WCUFqN2sHL https://t.co/XaqG3ydI8S	Tue Jul 25 11:01:44 +0000 2017	Ottawa, Ontario
889785890125398016	#GreenSociety provides you legal, safe access to high-quality #Marijuana for #medicinal recreational users across Canada at; Greensociety.ca https://t.co/jBrCjAihRg	Tue Jul 25 09:54:22 +0000 2017	Vancouver, British Columbia
889782525899542528	ICYMI: Big marijuana investment player in #SaintJohn today to speak against Crown corporation retail model for legal pot #NB https://t.co/hyktPbQ0Yg	Tue Jul 25 09:41:00 +0000 2017	Ottawa, Ontario
889714125768605697	NAM — Local governments struggle with coming medical marijuana legalization https://t.co/XMpSWlLK0h	Tue Jul 25 05:09:12 +0000 2017	Ireland | Scotland | Inuit | Россия | Skandinavien
889714124216614912	NAM — Local governments struggle with coming medical marijuana legalization - What to do about legalization of… https://t.co/nD3xSCHcHN	Tue Jul 25 05:09:11 +0000 2017	America | United Kindom
889644382206537729	#Stigmabase | NAM — Local governments struggle with coming medical marijuana legalization https://t.co/k8OskoUQu2	Tue Jul 25 00:32:04 +0000 2017	America | United Kindom
889591525012905984	55,000 Cannabis offences in 2016 in Canada is absurd &amp; unjust considering medical is already legal &amp; personal use will be in eleven months. https://t.co/JGdasXnfOR	Mon Jul 24 21:02:02 +0000 2017	Toronto, Ontario
889553559095656448	#Stigmabase | NAM — Local governments struggle with coming medical marijuana legalization https://t.co/u7tazmAMXr	Mon Jul 24 18:31:10 +0000 2017	America | United Kindom
